KEY,VAR_TARGET,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,VAR_20,VAR_21,VAR_22,VAR_23,VAR_24,VAR_25,VAR_26,VAR_27,VAR_28,VAR_29,VAR_30,VAR_31,VAR_32,VAR_33,VAR_34,VAR_35,VAR_36,VAR_37,VAR_38,VAR_39,VAR_40,VAR_41,VAR_42,VAR_43,VAR_44,VAR_45,VAR_46,VAR_47,VAR_48,VAR_49,VAR_50
81,0,2905,I,34.0,1900.0,1900.0,0.0,3900.0,3879.0,205.0,0.0,36.0,10,2000.0,2000.0,1000.0,E,35.0,713.0,2.0,10.0,1.0,U,B,2200,2200,1.0,3,6,1657.0,2100.0,16.0,1472.0,A,1000,2.0,N,S,511.0,10,1935.0,1.0,0.0,,1950.0,2000.0,,0.0,,2200,2200.0
82,1,1804,Q,7.0,,,1.0,2000.0,0.0,0.0,0.0,36.0,10,2000.0,2000.0,,E,7.0,0.0,0.0,0.0,0.0,L,B,1450,1450,0.0,0,0,0.0,0.0,16.0,,,5000,3.0,Y,S,200.0,2,,0.0,0.0,,2000.0,2000.0,,0.0,0.0,1450,1450.0
83,1,2503,Q,34.0,5000.0,1000.0,1.0,11000.0,7147.0,1335.0,151.0,25.0,9,3000.0,3000.0,500.0,E,7.0,1034.0,0.0,1.0,1.0,O,E,7000,7000,1.0,2,3,500.0,0.0,41.0,0.0,A,7500,3.0,N,B,707.0,3,10247.0,17810.0,19270.0,,2750.0,3000.0,,10979.0,,7000,7000.0
84,1,3502,Q,34.0,,,1.0,0.0,0.0,0.0,0.0,8.0,10,0.0,0.0,,E,51.0,1081.0,1.0,2.0,2.0,O,E,1700,1700,0.0,0,5,0.0,0.0,16.0,,,10000,3.0,Y,S,1001.0,9,,2.0,3.0,,0.0,0.0,1051.0,12.0,1051.0,1700,1700.0
85,1,3501,W,34.0,3000.0,2900.0,0.0,5900.0,4550.0,2980.0,372.0,36.0,10,,,,E,34.0,987.0,1.0,1.0,7.0,,E,3000,3000,,0,0,2050.0,657.0,16.0,,,10000,1.0,N,S,210.0,0,,0.0,0.0,,2950.0,,,0.0,,3000,
86,1,2508,I,34.0,,,2.0,0.0,0.0,0.0,0.0,13.0,10,1000.0,1000.0,,E,44.0,0.0,1.0,3.0,0.0,L,B,1700,1700,1.0,2,0,0.0,0.0,78.0,,,2000,3.0,Y,I,10.0,0,2933.0,1.0,151.0,,0.0,1000.0,,80.0,0.0,1700,
87,0,3411,I,34.0,5460.0,5460.0,0.0,7960.0,4282.0,850.0,0.0,26.0,10,2500.0,2500.0,2000.0,E,34.0,1053.0,1.0,3.0,4.0,L,E,2300,2300,1.0,1,2,3868.0,689.0,16.0,1502.0,A,5000,5.0,Y,S,6.0,13,15316.0,15.0,32.0,,3980.0,2500.0,760.0,59.0,1534.0,2300,2300.0
88,0,3802,W,34.0,6600.0,6600.0,1.0,6600.0,4465.0,105.0,0.0,3.0,5,,,,E,25.0,1160.0,10.0,19.0,9.0,,E,3000,3000,,0,0,650.0,253.0,15.0,,,7500,5.0,N,S,303.0,0,,0.0,0.0,,6600.0,,,0.0,,3000,
89,1,2202,I,34.0,,,4.0,0.0,0.0,0.0,0.0,34.0,10,0.0,0.0,1000.0,E,17.0,0.0,0.0,0.0,0.0,O,B,1100,1100,0.0,0,0,0.0,0.0,6.0,345.0,A,4000,3.0,Y,S,1.0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1100,
90,0,4707,I,34.0,2500.0,2500.0,0.0,6000.0,1261.0,660.0,0.0,14.0,10,3500.0,3500.0,1000.0,E,34.0,1464.0,0.0,0.0,4.0,I,E,2300,1300,1.0,1,0,1300.0,121.0,89.0,118.0,A,8000,1.0,N,S,116.0,47,3500.0,0.0,0.0,1500.0,3000.0,3500.0,,0.0,,1500,1300.0
91,1,4112,W,34.0,9000.0,9000.0,0.0,10000.0,7401.0,1892.0,2159.0,14.0,10,1000.0,1000.0,1000.0,E,59.0,850.0,0.0,2.0,3.0,L,E,2200,2200,1.0,1,10,2000.0,1002.0,16.0,991.0,A,5000,1.0,Y,S,605.0,0,12734.0,20.0,16.0,,5000.0,1000.0,2272.0,291.0,3240.0,2200,2200.0
92,1,2508,I,34.0,19000.0,750.0,3.0,19750.0,18639.0,800.0,0.0,36.0,10,,,,E,34.0,1149.0,12.0,14.0,3.0,L,E,4500,4500,0.0,1,2,14600.0,3880.0,16.0,,,5000,5.0,N,S,700.0,0,10500.0,0.0,0.0,,9875.0,,,0.0,,2800,4500.0
93,0,2207,W,34.0,5000.0,5000.0,0.0,5000.0,2146.0,400.0,0.0,,6,,,,E,34.0,1372.0,0.0,0.0,0.0,,B,3000,3000,,0,0,5750.0,4711.0,6.0,,,6000,3.0,N,O,0.0,0,,0.0,0.0,,5000.0,,,0.0,,3000,
94,0,2506,W,34.0,4300.0,300.0,1.0,8000.0,4495.0,1310.0,0.0,11.0,10,,,,K,16.0,984.0,2.0,2.0,0.0,,B,1300,1300,,0,0,0.0,0.0,74.0,,,3000,3.0,N,S,105.0,0,,0.0,0.0,,2667.0,,,0.0,,1300,
95,1,1911,W,34.0,,,0.0,0.0,0.0,0.0,0.0,,2,,,,K,34.0,0.0,2.0,5.0,0.0,,E,1700,1700,,0,0,0.0,0.0,16.0,,,5000,3.0,N,I,0.0,0,,0.0,0.0,,0.0,,,0.0,,1700,
96,0,3705,I,34.0,10000.0,10000.0,1.0,10000.0,5800.0,2200.0,0.0,14.0,10,0.0,0.0,,E,34.0,1496.0,1.0,4.0,6.0,U,E,3000,3000,0.0,0,21,2000.0,0.0,79.0,,,7000,3.0,N,S,307.0,10,,0.0,0.0,,10000.0,0.0,,0.0,,3000,3000.0
97,1,2409,W,48.0,500.0,400.0,4.0,900.0,414.0,50.0,0.0,26.0,10,,,,E,48.0,1131.0,7.0,11.0,0.0,,B,1700,1700,,0,0,0.0,0.0,89.0,,,2000,1.0,N,Y,2.0,0,,0.0,0.0,,450.0,,,0.0,,1700,
98,1,3600,W,34.0,4750.0,800.0,0.0,11800.0,9859.0,1740.0,1792.0,33.0,10,,,,E,61.0,598.0,0.0,1.0,3.0,,E,1850,1850,,0,0,1898.0,1753.0,16.0,,,10000,1.0,N,S,710.0,0,,0.0,0.0,,2950.0,,,0.0,,1850,
99,1,2410,W,34.0,,,0.0,0.0,0.0,0.0,0.0,11.0,9,,,,E,54.0,1061.0,0.0,2.0,0.0,,E,4000,4000,,0,0,0.0,0.0,41.0,,,15000,1.0,N,B,1.0,0,,0.0,0.0,,0.0,,,0.0,,4000,
100,0,2505,I,34.0,1000.0,1000.0,0.0,2500.0,588.0,371.0,107.0,,6,1500.0,1500.0,,E,6.0,1203.0,0.0,0.0,0.0,U,B,1500,1500,1.0,0,1,350.0,0.0,7.0,,,1500,2.0,N,O,,8,,195.0,236.0,,1250.0,1500.0,,283.0,,1250,1500.0
101,1,3000,I,34.0,4100.0,246.0,1.0,6046.0,2721.0,708.0,433.0,36.0,5,1700.0,1700.0,,E,65.0,671.0,2.0,21.0,1.0,L,E,2750,2750,1.0,1,10,3600.0,3597.0,88.0,,,1000,1.0,N,S,404.0,12,1850.0,37.0,21.0,,2015.0,1700.0,,12.0,,2750,2750.0
102,1,2709,Q,34.0,1600.0,1600.0,1.0,1600.0,1024.0,40.0,0.0,5.0,10,0.0,0.0,,E,34.0,0.0,1.0,5.0,0.0,U,B,3500,3500,0.0,0,1,1100.0,205.0,77.0,,,7000,1.0,Y,I,0.0,5,,0.0,0.0,,1600.0,0.0,,0.0,0.0,3500,3500.0
103,0,5404,I,34.0,16950.0,9900.0,0.0,39350.0,1221.0,889.0,0.0,36.0,10,0.0,0.0,,E,34.0,1585.0,0.0,0.0,7.0,O,E,3000,3000,0.0,0,1,600.0,0.0,16.0,,,12000,1.0,N,S,100.0,0,,0.0,0.0,3000.0,13117.0,0.0,,0.0,,3000,3000.0
104,1,2307,Q,34.0,,,1.0,1500.0,0.0,0.0,0.0,6.0,10,1500.0,1500.0,,E,34.0,1161.0,0.0,2.0,0.0,O,B,1800,1800,,2,0,0.0,0.0,16.0,,,2000,2.0,Y,S,403.0,0,10700.0,1009.0,1420.0,,1500.0,1500.0,1500.0,1724.0,1350.0,1800,1800.0
105,0,2510,I,34.0,4000.0,1750.0,2.0,9250.0,3627.0,717.0,0.0,34.0,9,3500.0,3500.0,750.0,E,34.0,1000.0,0.0,0.0,2.0,U,B,2500,2500,,0,0,7000.0,0.0,62.0,0.0,A,11500,2.0,Y,S,503.0,0,,934.0,436.0,,3083.0,3500.0,,282.0,0.0,2500,
106,0,5201,I,34.0,38500.0,38500.0,1.0,38500.0,26242.0,3561.0,0.0,36.0,10,0.0,0.0,1350.0,E,34.0,1158.0,0.0,9.0,17.0,L,E,1850,1850,0.0,0,4,7650.0,7485.0,78.0,1258.0,A,10000,2.0,Y,S,706.0,95,,82.0,45.0,,38500.0,0.0,1881.0,30.0,1881.0,1850,
107,1,1812,I,34.0,,,0.0,1000.0,0.0,0.0,0.0,19.0,10,1000.0,1000.0,1000.0,K,34.0,0.0,0.0,0.0,0.0,L,B,1250,1250,0.0,0,0,1000.0,0.0,78.0,985.0,A,10000,3.0,Y,S,3.0,0,,37.0,13.0,,1000.0,1000.0,1162.0,6.0,1227.0,1250,
108,0,4000,I,34.0,,,0.0,2500.0,1877.0,500.0,0.0,13.0,9,2700.0,2700.0,,E,9.0,1330.0,1.0,1.0,0.0,N,E,4000,4000,1.0,0,1,0.0,0.0,41.0,,,2000,3.0,N,S,2003.0,0,,2.0,3.0,,2500.0,2700.0,,3.0,,4000,
109,0,3502,I,34.0,3350.0,1200.0,0.0,5850.0,2975.0,945.0,449.0,36.0,10,0.0,0.0,,E,34.0,1116.0,3.0,3.0,1.0,N,B,1500,1500,0.0,0,3,0.0,0.0,16.0,,,9000,1.0,N,S,503.0,0,,0.0,0.0,,1950.0,0.0,,0.0,,1500,
110,0,4100,I,34.0,750.0,750.0,0.0,750.0,740.0,230.0,222.0,16.0,10,0.0,0.0,,K,34.0,1007.0,0.0,0.0,2.0,L,E,4500,4500,0.0,0,4,400.0,366.0,29.0,,,12000,5.0,Y,S,203.0,14,,504.0,416.0,,750.0,0.0,976.0,264.0,976.0,4500,
111,1,2409,I,34.0,,,0.0,0.0,0.0,0.0,0.0,16.0,10,0.0,0.0,,E,34.0,1119.0,1.0,1.0,0.0,U,B,2750,2750,0.0,0,2,350.0,0.0,16.0,,,3000,2.0,Y,S,500.0,4,,222.0,274.0,,0.0,0.0,1382.0,135.0,1409.0,2750,2750.0
112,0,4706,I,,,,,,,,,,8,1250.0,1250.0,,,,,,,,,E,0,0,1.0,0,0,,,16.0,,,10000,1.0,N,S,,6,,4103.0,4386.0,,,1250.0,,5730.0,,0,
113,0,3604,I,34.0,4000.0,4000.0,1.0,4000.0,59.0,50.0,0.0,5.0,10,0.0,0.0,,E,34.0,1211.0,1.0,3.0,1.0,O,B,2000,2000,0.0,0,4,250.0,0.0,78.0,,,15000,3.0,Y,S,7.0,91,,117.0,91.0,,4000.0,0.0,1988.0,56.0,994.0,2000,
114,0,3901,I,34.0,9800.0,3250.0,0.0,13050.0,10295.0,351.0,0.0,11.0,10,0.0,0.0,,K,34.0,1309.0,1.0,2.0,0.0,Y,B,3250,3250,0.0,0,0,1250.0,0.0,22.0,,,5000,1.0,Y,S,7.0,0,,474.0,702.0,,6525.0,0.0,3390.0,1041.0,4920.0,3250,
115,0,6410,S,34.0,,,1.0,0.0,0.0,0.0,0.0,,3,,,,E,35.0,1476.0,2.0,2.0,1.0,,E,3000,3000,,0,0,900.0,0.0,16.0,,,10000,1.0,N,E,0.0,0,,0.0,0.0,,0.0,,,0.0,,3000,
116,1,3700,W,34.0,,,0.0,0.0,0.0,0.0,0.0,11.0,9,,,,K,34.0,1235.0,1.0,1.0,1.0,,E,1000,1000,,0,0,0.0,0.0,62.0,,,15000,3.0,N,B,210.0,0,,0.0,0.0,,0.0,,,0.0,,1000,
117,1,4401,I,34.0,5500.0,2000.0,1.0,10000.0,5702.0,1878.0,0.0,9.0,5,0.0,0.0,,E,18.0,970.0,1.0,3.0,3.0,L,E,5000,5000,0.0,0,1,1850.0,1233.0,16.0,,,6000,5.0,N,E,2111.0,1,,0.0,0.0,,3333.0,0.0,,0.0,,5000,
118,0,2709,S,34.0,8380.0,8380.0,1.0,8380.0,5922.0,1200.0,0.0,14.0,10,,,,E,17.0,1405.0,1.0,1.0,0.0,,B,3200,3200,,0,0,500.0,0.0,16.0,,,15000,1.0,N,S,6.0,0,,0.0,0.0,,8380.0,,,0.0,,3200,
119,1,2602,S,34.0,9416.0,9416.0,0.0,9416.0,8163.0,2838.0,0.0,5.0,10,,,,E,34.0,1297.0,0.0,1.0,2.0,,B,3500,3500,,0,0,0.0,0.0,77.0,,,10000,5.0,N,S,107.0,0,,0.0,0.0,,9416.0,,,0.0,,3500,
120,1,3902,I,34.0,2400.0,2400.0,0.0,4900.0,2876.0,1352.0,0.0,5.0,8,2500.0,2500.0,,E,34.0,1300.0,3.0,3.0,6.0,L,B,5000,5000,1.0,0,2,1000.0,0.0,16.0,,,5000,1.0,N,S,203.0,0,,672.0,514.0,,2450.0,2500.0,,620.0,,5000,
121,1,2012,I,34.0,1000.0,1000.0,0.0,2000.0,1301.0,800.0,0.0,14.0,10,1000.0,1000.0,550.0,E,27.0,845.0,0.0,2.0,0.0,L,B,1200,1200,1.0,1,2,550.0,0.0,64.0,549.0,A,3000,1.0,Y,S,100.0,0,5381.0,13.0,7.0,,1000.0,1000.0,523.0,5.0,665.0,1200,
122,0,3300,I,34.0,0.0,0.0,0.0,2000.0,1409.0,2906.0,0.0,11.0,10,2000.0,2000.0,1000.0,E,34.0,1128.0,0.0,2.0,3.0,U,B,3000,3000,1.0,3,2,500.0,0.0,74.0,174.0,A,4000,5.0,N,S,302.0,5,8527.0,11176.0,9501.0,,1000.0,2000.0,,8137.0,,3000,
123,1,4003,W,34.0,,,2.0,0.0,0.0,0.0,0.0,32.0,10,,,,K,59.0,891.0,3.0,7.0,0.0,,E,1600,1600,,0,0,0.0,0.0,16.0,,,5000,3.0,N,S,100.0,0,,0.0,0.0,,0.0,,,0.0,,1600,
124,1,2506,W,34.0,,,4.0,0.0,0.0,0.0,0.0,8.0,10,,,,E,33.0,1024.0,0.0,1.0,0.0,,B,3000,3000,,0,0,0.0,0.0,6.0,,,5000,3.0,N,S,2.0,0,,0.0,0.0,,0.0,,,0.0,,3000,
125,1,2610,W,34.0,,,0.0,0.0,0.0,0.0,0.0,9.0,5,,,,K,68.0,990.0,1.0,3.0,1.0,,E,1500,1500,,0,0,695.0,688.0,79.0,,,10000,5.0,N,S,104.0,0,,0.0,0.0,,0.0,,,0.0,,1500,
126,1,5009,I,34.0,,,0.0,0.0,0.0,0.0,0.0,36.0,9,,,,E,34.0,1082.0,1.0,1.0,0.0,I,D,2500,2500,,0,1,0.0,0.0,16.0,,,15000,3.0,N,S,911.0,0,,0.0,0.0,,0.0,,,0.0,,2500,
127,1,2910,I,34.0,2600.0,2600.0,0.0,10600.0,1473.0,1143.0,233.0,14.0,10,8000.0,8000.0,,E,34.0,1262.0,0.0,2.0,6.0,U,E,2700,2700,0.0,0,0,500.0,490.0,23.0,,,6000,1.0,N,S,801.0,2,,967.0,2320.0,,5300.0,8000.0,,2470.0,,2700,
128,0,3311,W,34.0,800.0,800.0,0.0,800.0,631.0,500.0,108.0,2.0,10,,,,E,34.0,1055.0,7.0,8.0,1.0,,B,1650,1650,,0,0,1200.0,767.0,16.0,,,3000,2.0,N,S,105.0,0,,0.0,0.0,,800.0,,,0.0,,1650,
129,1,2808,W,34.0,15000.0,4500.0,1.0,32450.0,24725.0,3280.0,0.0,7.0,8,,,,E,55.0,1243.0,2.0,2.0,0.0,,B,15000,15000,,0,0,2100.0,0.0,67.0,,,15000,1.0,N,B,503.0,0,,0.0,0.0,,10817.0,,,0.0,,15000,
130,0,4000,I,34.0,7204.0,7204.0,1.0,8704.0,6148.0,1150.0,0.0,25.0,10,1500.0,1500.0,600.0,E,27.0,1061.0,1.0,10.0,4.0,U,B,4500,4500,0.0,0,11,20824.0,3833.0,83.0,0.0,A,2000,1.0,Y,S,705.0,5,,121.0,46.0,,4352.0,1500.0,1431.0,43.0,1431.0,4500,
131,1,2710,Q,34.0,,,4.0,1500.0,1430.0,501.0,0.0,14.0,10,1500.0,1500.0,,K,34.0,0.0,1.0,1.0,0.0,I,E,1300,1300,1.0,0,6,0.0,0.0,16.0,,,5000,1.0,Y,S,600.0,2,,2.0,1.0,,1500.0,1500.0,324.0,0.0,773.0,1300,1300.0
132,0,3003,I,34.0,5000.0,600.0,3.0,9516.0,6606.0,875.0,0.0,25.0,8,0.0,0.0,,K,35.0,793.0,4.0,14.0,0.0,L,E,15000,15000,0.0,0,10,12050.0,6575.0,41.0,,,15000,1.0,N,S,709.0,1,,0.0,0.0,,2379.0,0.0,,0.0,,15000,
133,0,3605,I,34.0,,,0.0,0.0,0.0,0.0,0.0,13.0,10,0.0,0.0,500.0,K,34.0,1409.0,0.0,1.0,0.0,L,E,1500,1500,0.0,4,4,1120.0,1119.0,78.0,482.0,A,4000,5.0,Y,S,203.0,1,10851.0,130.0,357.0,,0.0,0.0,1807.0,274.0,1690.0,1500,
134,1,2003,W,34.0,500.0,500.0,1.0,500.0,375.0,498.0,150.0,,6,,,,K,67.0,1153.0,0.0,0.0,0.0,,B,1500,1500,,0,0,300.0,0.0,69.0,,,1750,3.0,N,O,0.0,0,,0.0,0.0,,500.0,,,0.0,,1500,
135,1,1900,W,34.0,2500.0,2500.0,0.0,2500.0,628.0,0.0,0.0,27.0,10,,,,E,34.0,1217.0,2.0,2.0,0.0,,B,1500,1500,,0,0,650.0,647.0,64.0,,,3000,1.0,N,S,10.0,0,,0.0,0.0,,2500.0,,,0.0,,1500,
136,0,2311,I,34.0,,,0.0,1000.0,15.0,0.0,0.0,24.0,5,1000.0,1000.0,,E,11.0,1350.0,0.0,0.0,0.0,L,B,3000,3000,0.0,0,2,0.0,0.0,11.0,,,15000,1.0,Y,E,202.0,2,,12150.0,10530.0,,1000.0,1000.0,2609.0,6553.0,2773.0,3400,
137,1,2407,I,34.0,1000.0,1000.0,0.0,1500.0,209.0,33.0,0.0,36.0,10,500.0,500.0,500.0,K,34.0,1073.0,0.0,0.0,0.0,U,B,1300,1300,1.0,0,0,500.0,32.0,78.0,32.0,A,5000,5.0,Y,S,200.0,0,,1.0,33.0,,750.0,500.0,,325.0,0.0,1500,1300.0
138,1,3708,I,34.0,3500.0,1500.0,4.0,5000.0,4292.0,800.0,0.0,24.0,5,0.0,0.0,,E,73.0,1274.0,3.0,23.0,1.0,L,E,4000,4000,0.0,0,5,4788.0,3886.0,11.0,,,5000,4.0,N,S,1207.0,2,,0.0,0.0,,2500.0,0.0,,0.0,,4000,
139,1,3107,I,34.0,4250.0,200.0,1.0,5950.0,1015.0,199.0,0.0,12.0,10,1500.0,1500.0,1000.0,E,43.0,1395.0,0.0,1.0,0.0,O,E,1100,1100,1.0,1,1,1000.0,0.0,16.0,0.0,A,10000,1.0,Y,S,6.0,2,2509.0,912.0,490.0,,1983.0,1500.0,,245.0,576.0,1100,
140,1,2508,W,34.0,7450.0,1.0,1.0,7451.0,0.0,0.0,0.0,25.0,10,,,,K,16.0,1399.0,1.0,4.0,3.0,,E,2500,2500,,0,0,3000.0,0.0,29.0,,,15000,5.0,N,S,200.0,0,,0.0,0.0,,3726.0,,,0.0,,2500,
141,0,6109,W,34.0,400.0,400.0,0.0,400.0,0.0,0.0,0.0,,3,,,,K,7.0,1478.0,0.0,1.0,4.0,,D,1079,1079,,0,0,5200.0,0.0,16.0,,,5000,1.0,N,E,0.0,0,,0.0,0.0,,400.0,,,0.0,,1079,
142,1,2803,W,34.0,2800.0,1500.0,0.0,7100.0,5569.0,2109.0,1093.0,5.0,5,,,,E,34.0,924.0,0.0,4.0,2.0,N,B,2000,2000,0.0,0,0,0.0,0.0,90.0,,,10000,2.0,N,S,200.0,15,,0.0,0.0,,2367.0,,,0.0,,2000,2000.0
143,0,2211,W,34.0,500.0,500.0,0.0,1000.0,630.0,35.0,0.0,2.0,10,,,,K,34.0,1341.0,2.0,6.0,0.0,,B,3100,3100,,0,0,300.0,0.0,66.0,,,10000,5.0,N,S,2.0,0,,0.0,0.0,,500.0,,,0.0,,3100,
144,1,1904,Q,34.0,,,1.0,1500.0,585.0,1000.0,0.0,36.0,10,1500.0,1500.0,,E,34.0,0.0,1.0,2.0,0.0,I,B,2001,2001,1.0,0,0,0.0,0.0,16.0,,,1900,1.0,Y,S,100.0,3,,6.0,7.0,,1500.0,1500.0,1411.0,4.0,705.0,2001,2001.0
145,0,3606,W,34.0,30000.0,2400.0,2.0,52300.0,13893.0,4890.0,0.0,13.0,10,,,,E,48.0,969.0,0.0,4.0,0.0,,E,2500,2500,,0,0,7000.0,0.0,16.0,,,15000,5.0,N,S,1200.0,0,,0.0,0.0,,10460.0,,,0.0,,2500,
146,1,3003,Q,34.0,750.0,750.0,4.0,750.0,738.0,260.0,228.0,17.0,10,0.0,0.0,,E,35.0,803.0,0.0,0.0,1.0,O,E,1300,1300,0.0,0,9,850.0,850.0,6.0,,,6000,1.0,Y,S,200.0,1,,0.0,0.0,,750.0,0.0,,0.0,554.0,1300,1300.0
147,0,3102,W,34.0,2250.0,675.0,0.0,6795.0,3279.0,1826.0,0.0,28.0,5,,,,E,34.0,1206.0,2.0,8.0,5.0,,E,1800,1800,,0,0,12000.0,1021.0,89.0,,,9000,1.0,N,S,9.0,0,,0.0,0.0,,1359.0,,,0.0,,1800,
148,0,5801,W,34.0,10000.0,3400.0,2.0,19400.0,1191.0,2304.0,0.0,,3,,,,E,34.0,1475.0,6.0,6.0,5.0,,E,5000,5000,,0,0,1100.0,99.0,41.0,,,15000,5.0,N,B,0.0,0,,0.0,0.0,,6467.0,,,0.0,,5000,
149,1,2506,W,34.0,2200.0,0.0,1.0,3050.0,2612.0,779.0,395.0,21.0,10,,,,K,34.0,1047.0,1.0,1.0,0.0,,B,1600,1600,,0,0,0.0,0.0,7.0,,,15000,1.0,N,S,103.0,0,,0.0,0.0,,1017.0,,,0.0,,1600,
150,0,3007,W,34.0,14600.0,14600.0,0.0,14600.0,3943.0,1000.0,0.0,34.0,10,,,,E,7.0,1275.0,0.0,0.0,7.0,,E,3500,3500,,0,0,5000.0,3090.0,64.0,,,15000,5.0,N,S,1.0,0,,0.0,0.0,,14600.0,,,0.0,,3500,
151,0,3309,W,34.0,,,0.0,0.0,0.0,0.0,0.0,21.0,9,,,,E,34.0,1353.0,4.0,4.0,5.0,,B,5000,5000,,0,0,0.0,0.0,7.0,,,15000,3.0,N,B,10.0,0,,0.0,0.0,,0.0,,,0.0,,5000,
152,0,2004,W,34.0,700.0,700.0,0.0,700.0,671.0,600.0,0.0,7.0,10,,,,K,48.0,1114.0,1.0,9.0,0.0,,B,1300,1300,,0,0,0.0,0.0,78.0,,,5000,2.0,N,S,2.0,0,,0.0,0.0,,700.0,,,0.0,,1300,
153,0,3106,I,51.0,,,1.0,8000.0,6672.0,1750.0,0.0,36.0,10,8000.0,8000.0,800.0,E,51.0,1345.0,0.0,3.0,6.0,U,E,2000,2000,1.0,2,0,1500.0,4.0,23.0,0.0,A,5000,3.0,Y,S,301.0,11,10821.0,212.0,184.0,,8000.0,8000.0,,158.0,0.0,2000,2000.0
154,0,3005,I,10.0,750.0,750.0,0.0,1250.0,168.0,198.0,0.0,14.0,10,500.0,500.0,,E,10.0,1373.0,0.0,0.0,0.0,N,B,1300,1300,1.0,0,0,500.0,138.0,78.0,,,4000,2.0,N,S,106.0,51,,22257.0,25250.0,,625.0,500.0,,25833.0,,1300,1300.0
155,1,2904,Q,34.0,1500.0,1500.0,1.0,3250.0,2644.0,1100.0,484.0,16.0,10,1750.0,1750.0,,E,53.0,960.0,1.0,1.0,0.0,N,B,2000,2000,1.0,0,3,1000.0,978.0,78.0,,,3000,1.0,N,S,502.0,0,,0.0,0.0,,1625.0,1750.0,,0.0,,2000,2000.0
156,1,2904,Q,53.0,1500.0,1500.0,1.0,3250.0,2644.0,1100.0,484.0,16.0,10,1750.0,1750.0,,E,53.0,960.0,1.0,1.0,0.0,N,B,2500,2500,1.0,0,5,1000.0,978.0,78.0,,,3000,1.0,N,S,502.0,88,,0.0,0.0,,1625.0,1750.0,,0.0,,2500,2500.0
157,0,3909,I,41.0,24000.0,4000.0,1.0,31700.0,26024.0,4722.0,0.0,8.0,10,3700.0,3700.0,,E,34.0,1158.0,3.0,5.0,0.0,U,B,8600,8600,1.0,1,0,200.0,200.0,16.0,,,15500,2.0,Y,S,200.0,2,35000.0,7.0,2.0,8600.0,10567.0,3700.0,,1.0,5915.0,8500,8600.0
158,1,2507,W,34.0,750.0,750.0,0.0,750.0,654.0,300.0,0.0,32.0,10,,,,E,16.0,1276.0,3.0,6.0,1.0,,B,1550,1550,,0,0,1000.0,800.0,41.0,,,5000,2.0,N,S,5.0,0,,0.0,0.0,,750.0,,,0.0,,1550,
159,0,2909,I,34.0,,,0.0,2000.0,1501.0,101.0,0.0,34.0,10,2000.0,2000.0,1100.0,E,34.0,1284.0,0.0,1.0,1.0,U,B,5361,5361,1.0,1,1,1100.0,299.0,64.0,517.0,A,30000,1.0,Y,S,1001.0,6,0.0,64.0,98.0,5361.0,2000.0,2000.0,4624.0,240.0,4992.0,4000,5361.0
160,0,3607,I,34.0,15100.0,15100.0,2.0,15100.0,4937.0,0.0,0.0,33.0,10,0.0,0.0,,E,34.0,1362.0,1.0,4.0,2.0,U,E,3500,3500,,0,0,3250.0,0.0,16.0,,,8000,1.0,N,S,912.0,0,,0.0,0.0,,15100.0,0.0,,0.0,,0,3500.0
161,1,4201,I,34.0,750.0,250.0,2.0,1000.0,876.0,367.0,343.0,32.0,10,0.0,0.0,,E,35.0,688.0,4.0,9.0,0.0,L,B,2000,2000,,0,1,900.0,397.0,41.0,,,10000,1.0,Y,S,306.0,0,,0.0,0.0,,500.0,0.0,,0.0,0.0,2000,2000.0
162,0,4304,I,34.0,1980.0,1550.0,0.0,5180.0,216.0,490.0,0.0,7.0,10,0.0,0.0,,E,81.0,1452.0,0.0,1.0,3.0,L,B,1787,1787,0.0,0,1,1000.0,0.0,73.0,,,15000,1.0,Y,S,200.0,0,,1211.0,415.0,2500.0,1727.0,0.0,1787.0,239.0,1699.0,1500,1787.0
163,0,2512,I,34.0,1000.0,1000.0,0.0,5000.0,2273.0,1919.0,0.0,7.0,10,4000.0,4000.0,2000.0,E,34.0,1169.0,0.0,2.0,1.0,U,B,3000,3000,1.0,1,0,2000.0,0.0,77.0,0.0,A,3000,2.0,Y,S,105.0,3,5535.0,589.0,320.0,,2500.0,4000.0,2700.0,160.0,2850.0,3000,
164,0,2305,W,34.0,1000.0,750.0,1.0,1750.0,749.0,50.0,0.0,36.0,9,,,,E,34.0,1097.0,2.0,2.0,0.0,,B,2000,2000,,0,0,1000.0,249.0,81.0,,,8000,1.0,N,B,400.0,0,,0.0,0.0,,875.0,,,0.0,,2000,
165,1,2408,I,34.0,15104.0,1000.0,0.0,19104.0,11867.0,718.0,0.0,5.0,9,3000.0,3000.0,500.0,E,6.0,1057.0,1.0,4.0,2.0,Y,B,4500,4500,1.0,0,1,18350.0,3017.0,77.0,500.0,A,7500,1.0,N,S,102.0,0,,0.0,0.0,,6368.0,3000.0,,0.0,,4500,
